統計期,國家/地區別,<b>總計</b>,1.活動物；動物產品,(1)水產品,2.植物產品,(1)食用蔬菜,(2)食用果實及堅果,3.動植物油脂,4.調製食品；飲料及菸酒,(1)調製食品,(2)飲料、酒類及醋,(3)菸及菸葉代用品,5.礦產品,(1)石油煉製品,6.化學品,(1)有機化學品,7.塑膠、橡膠及其製品,(1)塑膠原料,(2)塑膠製品,(3)橡膠及其製品,8.毛皮及其製品,9.木及木製品,10.紙漿；紙及其製品；印刷品,11.紡織品,(1)紗布,12.鞋、帽及其他飾品,13.非金屬礦物製品,14.珠寶及貴金屬製品,15.基本金屬及其製品,(1)鋼鐵及其製品,(2)其他基本金屬及其製品,16.機械及電機設備,(1)電子零組件,(2)機械,(3)電機產品,(4)資通與視聽產品,(5)家用電器,17.運輸工具,18.光學及精密儀器；鐘錶；樂器,(1)光學及精密儀器,19.其他,(1)家具,(2)玩具與運動用品,月,年
108年 9月,匈牙利,49857,－,－,3,－,－,－,34,21,13,－,－,－,290,－,605,2,473,130,19,－,17,404,390,－,15,－,1677,499,1178,41455,13445,3144,1229,23613,24,3187,1627,1623,524,23,52,9,108
108年 9月,義大利,157459,2,－,99,－,－,9,304,75,229,－,1,1,5682,852,7705,1726,3842,2137,319,54,457,4146,2129,243,2511,12,50349,43708,6641,50516,6582,21392,10375,11768,399,24867,5935,5684,4248,952,774,9,108
108年 9月,波蘭,71380,389,－,26,－,－,－,132,56,76,－,－,－,1996,42,2761,895,1478,388,67,－,34,1942,705,175,136,－,14700,12069,2631,36665,10667,7057,8856,9457,628,8579,929,890,2849,1177,677,9,108
108年 9月,西班牙,93558,1751,1751,3,－,－,523,175,142,28,－,－,－,3864,2562,4579,2226,1779,574,30,11,303,1140,709,131,1009,206,32074,28777,3297,25277,2106,8515,3816,9857,983,15427,3341,2373,3714,500,1899,9,108
108年 9月,瑞典,48998,28,28,28,26,－,－,92,87,5,－,1,1,345,－,2648,265,1973,410,51,－,203,533,166,67,222,13,16743,9547,7196,20474,4479,4969,3282,7599,145,3026,1860,1793,2664,790,1059,9,108
108年 9月,瑞士,47769,3,3,22,－,－,－,79,－,79,－,2,2,575,216,1801,6,1371,424,8,6,14,133,43,125,39,4405,3379,1990,1389,27092,3324,7410,7165,8819,374,7592,1524,778,970,80,219,9,108
108年 9月,烏克蘭,11596,230,230,184,－,－,－,48,－,48,－,－,－,329,13,464,81,189,194,－,－,4,232,218,21,27,－,2322,1271,1051,6593,614,2787,140,2911,141,577,142,142,423,169,89,9,108
108年 9月,歐盟(註2),1948680,2917,2426,1954,26,6,1033,7072,4133,2861,17,1197,229,63407,28693,84464,25869,41222,17373,2392,1094,4655,27729,12582,2097,11578,2877,311824,231583,80241,1018936,280471,221121,112891,396288,8165,264488,62352,57833,76614,15824,30048,9,108
108年 9月,東歐,369361,692,303,285,－,－,－,1501,783,718,－,－,－,8808,1919,15794,5463,7062,3269,201,253,1218,7170,3532,332,1290,2,55363,36556,18807,215091,41886,47571,28183,94816,2635,29775,12031,11894,19555,3320,4395,9,108
108年 9月,非洲,164918,10901,10848,330,2,－,21,692,198,494,－,2161,241,12120,3781,21067,14104,4666,2297,84,35,1584,18397,16009,97,930,－,20609,17203,3406,46289,2322,23348,5297,14521,801,11408,3791,3656,14402,797,830,9,108
108年 9月,阿爾及利亞,8863,－,－,－,－,－,－,－,－,－,－,－,－,513,－,672,－,543,129,34,－,2,60,60,－,217,－,386,86,300,5203,10,2188,460,2545,－,794,856,856,126,20,68,9,108
108年 9月,安哥拉,561,－,－,－,－,－,－,－,－,－,－,－,－,19,－,408,408,－,－,－,－,－,－,－,－,－,－,－,－,－,64,－,64,－,－,－,67,－,－,3,－,－,9,108
108年 9月,埃及,30189,166,166,77,－,－,－,－,－,－,－,3,1,3156,1271,6342,5485,385,472,32,14,67,1967,1722,－,186,－,4785,3770,1015,10483,1012,4616,533,4095,227,1130,1196,1196,585,286,51,9,108
108年 9月,南非,43215,2967,2936,103,2,－,5,567,154,413,－,40,17,3122,887,5991,3780,1312,899,9,21,558,3391,2920,97,128,－,5304,3999,1305,13931,321,4720,2874,5875,141,4837,740,717,1404,380,378,9,108
108年 9月,肯亞,7183,－,－,5,－,－,－,23,23,－,－,－,－,485,260,1547,1065,480,2,－,－,225,1977,1744,－,18,－,170,130,40,2416,－,1851,175,390,－,178,27,27,112,43,－,9,108
108年 9月,奈及利亞,6460,－,－,－,－,－,16,－,－,－,－,－,－,855,409,1202,670,286,246,－,－,203,350,280,－,138,－,136,135,1,2098,4,1846,193,55,－,889,270,183,303,－,2,9,108
108年 9月,大洋洲,307381,5881,5784,1675,221,1,276,7769,6305,1175,64,42269,35941,13647,2638,41323,23010,13101,5212,550,279,5402,5938,1995,503,1462,16,48572,35271,13301,76384,2160,24897,12067,35780,1480,35043,6747,6216,13645,4237,5175,9,108
108年 9月,澳大利亞,240420,2687,2606,1163,214,－,229,5894,5235,493,－,35795,29531,12346,2167,33295,18225,10779,4291,465,157,4119,4789,1507,254,1012,2,36452,25872,10580,59847,1853,13827,10813,31968,1386,24839,6277,5897,10798,3506,4465,9,108
108年 9月,巴布亞紐幾內亞,4343,175,175,6,－,－,5,－,－,－,－,3131,3131,6,－,101,－,99,2,－,－,29,37,－,25,－,－,249,127,122,429,4,303,70,46,6,31,26,26,93,58,－,9,108
108年 9月,紐西蘭,46972,28,24,42,－,－,13,704,605,56,－,－,－,1147,427,5849,3457,1644,748,31,76,829,781,399,86,378,14,10628,8488,2140,14673,303,9751,1037,3558,24,9319,392,241,1982,545,656,9,108
113年 2月,亞洲,19601906.0,107623,96462,26046,5714,5744,4126,79692,47848,9447,15170,789788,652053,975119,485744,807507,543810,194595,69102,10812,3337,91173,327914,280839,10972,81252,84107,762717,353932,408785,14672996,10710205,737886,289560,2925678,9667,110434,520854,514924,135437.0,20012,30332,2,113
113年 2月,中國大陸,6077345.0,21694,13785,5053,197,4565,158,11809,7392,3426,504,138198,17631,408494,198811,342631,240403,82701,19527,1453,709,45630,56076,46156,2892,47948,7735,250313,48601,201712,4472333,3307726,255897,96232,809745,2733,35482,203069,202454,25668.0,1616,7246,2,113
113年 2月,香港,3085129.0,8510,8290,2374,238,278,262,15264,12798,1290,233,32817,32797,39870,7726,24074,14382,8769,923,1024,29,3912,10327,7959,1199,6767,41970,16886,3702,13184,2825538,2524294,11023,34083,255100,1038,2612,29746,28288,21948.0,573,3148,2,113
113年 2月,日本,1771604.0,23173,22857,11108,4722,740,315,6805,5795,269,－,10160,1747,87965,24876,116044,70533,35222,10289,1480,1203,4767,18450,9728,1481,14274,12896,145914,78519,67395,1179905,777042,131114,57120,211266,3363,27943,68656,66968,39065.0,14861,11781,2,113
113年 2月,南韓,1431443.0,14835,14786,1199,442,－,2287,6829,5006,788,737,15732,15512,62764,43361,23168,7598,13083,2487,126,261,3194,2543,1069,80,4965,322,46944,24365,22579,1155569,1013304,61383,12974,67434,474,6108,78162,77982,6355.0,582,2254,2,113
113年 2月,新南向18國(註1),7654733.0,41204,38521,7285,147,161,1354,44306,21047,4062,14437,795073,781064,403943,214879,339165,235650,63101,40414,6878,1345,39973,243827,216740,5600,7915,21276,349903,227127,122776,5096698,3089082,292576,99158,1612554,3328,52200,147053,144408,49735.0,5109,8246,2,113
113年 2月,東協10國,6564465.0,38849,36456,5779,107,160,1084,38356,16436,3550,13696,582973,576464,262256,119178,213307,138097,46549,28661,6248,1001,27500,195466,175422,5214,5890,21160,266339,174164,92175,4688724,2858983,226529,74245,1527449,1518,35315,133381,131418,35623.0,1909,4897,2,113
113年 2月,泰國,1229041.0,25679,25113,216,－,－,141,2178,1497,36,－,1481,117,37438,14188,38423,18956,12473,6994,34,2,5407,17185,13982,560,953,2388,71256,40830,30426,999998,158187,28768,15700,797106,237,8345,13011,12936,4346.0,213,577,2,113
113年 2月,馬來西亞,1491551.0,351,351,1376,32,98,381,11440,3594,115,6568,167953,167581,38419,21394,28730,17491,4958,6281,369,202,4153,2543,1343,127,908,5445,60332,45694,14638,1136195,784240,21499,11487,318697,272,3039,24417,24342,5171.0,571,1221,2,113
113年 2月,印尼,202153.0,46,－,714,－,21,97,2136,1782,12,－,994,669,25955,5929,27282,19671,4905,2706,769,106,3413,30839,27684,659,537,50,30840,21478,9362,67926,28296,23611,3028,12851,140,3459,1979,1867,4352.0,254,369,2,113
113年 2月,菲律賓,350448.0,3249,3160,714,－,2,145,4242,3256,138,548,94729,94717,13540,3414,12468,6457,4963,1048,247,133,3402,7448,6266,568,584,706,26457,13080,13377,161484,121218,22703,8609,8676,278,4776,12703,12678,2853.0,468,286,2,113
113年 2月,新加坡,2373798.0,266,263,795,67,26,26,7378,4031,2711,600,312017,312001,53501,34397,13060,4397,7511,1152,117,481,1041,626,248,169,1575,12293,20620,12827,7793,1906716,1466222,75536,16782,347648,528,4009,34101,32434,5007.0,325,242,2,113
113年 2月,越南,868748.0,8525,7551,1868,8,9,251,8062,2107,170,3712,5783,1376,91848,39829,88696,67767,11290,9639,3898,31,7999,114547,104686,3013,1273,272,56177,40056,16121,411916,300233,53030,17320,41270,63,5809,47070,47061,11710.0,78,2200,2,113
113年 2月,汶萊,802.0,18,18,4,－,－,－,380,43,337,－,－,－,7,－,120,－,71,49,－,－,3,41,－,－,－,－,8,8,－,155,－,7,25,123,－,19,－,－,47.0,－,－,2,113
113年 2月,緬甸,5144.0,715,－,－,－,－,－,115,－,－,－,7,－,726,19,966,400,125,441,265,5,280,1409,1392,8,55,6,27,15,12,312,66,156,42,48,－,23,45,45,180.0,－,－,2,113
113年 2月,柬埔寨,42546.0,－,－,92,－,4,43,2425,126,31,2268,9,3,680,8,3562,2958,253,351,549,41,1802,20764,19764,105,5,－,622,176,446,4000,521,1219,1252,1008,－,5836,55,55,1956.0,－,2,2,113
113年 2月,寮國,234.0,－,－,－,－,－,－,－,－,－,－,－,－,142,－,－,－,－,－,－,－,－,64,57,5,－,－,－,－,－,22,－,－,－,22,－,－,－,－,1.0,－,－,2,113
113年 2月,南亞,659704.0,285,11,335,－,－,20,237,145,11,－,9868,7862,112676,91744,87572,72750,8173,6649,422,134,6117,44757,40415,89,1308,24,35538,24307,11231,343627,228370,49202,14354,51310,391,2659,7555,7529,6481.0,411,976,2,113
113年 2月,印度,552173.0,11,11,327,－,－,－,111,43,11,－,9513,7720,99150,86309,56159,46691,6501,2967,90,128,2921,8931,7278,53,738,24,30869,21920,8949,331750,227791,41276,13568,48750,365,1263,6959,6933,3176.0,384,780,2,113
113年 2月,巴基斯坦,20615.0,－,－,8,－,－,20,24,－,－,－,77,－,6410,3324,4875,3477,713,685,53,－,78,3456,1917,－,417,－,2474,873,1601,1783,－,796,300,674,13,275,220,220,445.0,8,37,2,113
113年 2月,孟加拉,68832.0,274,－,－,－,－,－,98,98,－,－,144,142,6331,2040,23347,21435,680,1232,276,6,2713,22799,21871,36,27,－,1487,888,599,7473,－,6602,174,695,2,1053,277,277,2491.0,－,151,2,113
113年 2月,斯里蘭卡,17465.0,－,－,－,－,－,－,4,4,－,－,134,－,709,57,3102,1115,222,1765,3,－,374,9568,9349,－,123,－,694,626,68,2254,579,521,99,1046,9,65,93,93,342.0,9,8,2,113
113年 2月,尼泊爾,608.0,－,－,－,－,－,－,－,－,－,－,－,－,76,14,89,32,57,－,－,－,31,3,－,－,3,－,4,－,4,367,－,7,213,145,2,3,6,6,26.0,10,－,2,113
113年 2月,不丹,11.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,10,－,10,－,－,－,－,－,－,－,－,－,1.0,－,－,2,113
113年 2月,哈薩克,4701.0,－,－,27,－,－,－,－,－,－,－,－,－,83,8,249,－,－,249,－,－,－,74,72,－,－,－,279,7,272,3791,2,1485,96,2208,－,141,25,25,32.0,－,－,2,113
113年 2月,中東,381145.0,1106,1106,741,239,－,111,2247,1808,439,－,3409,93,30431,20486,34568,19680,9784,5104,9,75,1127,21328,17875,128,1339,267,48861,38779,10082,145824,25106,55101,14741,49513,1363,75878,6489,6410,7207.0,1747,1755,2,113
113年 2月,伊朗,3784.0,－,－,277,－,－,－,－,－,－,－,－,－,422,32,421,224,188,9,－,－,57,338,154,－,2,－,597,570,27,1118,4,495,174,347,98,132,138,138,282.0,266,－,2,113
113年 2月,伊拉克,3896.0,－,－,－,－,－,－,77,77,－,－,－,－,－,－,448,79,198,171,－,－,－,16,16,－,17,－,790,789,1,1435,－,983,271,181,－,958,－,－,155.0,－,108,2,113
113年 2月,以色列,59561.0,－,－,15,－,－,84,256,166,90,－,1,1,3567,1359,3721,2068,1008,645,－,－,143,1139,214,128,101,－,6941,3563,3378,36026,15329,4881,3335,12359,122,2567,3711,3706,1161.0,109,296,2,113
113年 2月,科威特,8515.0,114,114,66,58,－,－,34,34,－,－,－,－,543,543,1265,363,780,122,－,57,－,179,110,－,65,－,852,782,70,1416,－,656,570,136,54,3674,60,60,190.0,83,36,2,113
113年 2月,阿曼,6596.0,－,－,－,－,－,－,15,6,9,－,－,－,2339,2321,368,203,165,－,－,－,3,－,－,－,－,－,120,78,42,1315,－,662,325,328,－,2312,59,59,65.0,27,－,2,113
113年 2月,卡達,4186.0,115,115,53,50,－,－,－,－,－,－,－,－,195,－,629,271,278,80,3,－,－,4,－,－,－,－,716,562,154,1026,－,688,68,255,15,1210,17,17,218.0,－,3,2,113
113年 2月,沙烏地阿拉伯,57947.0,625,625,71,－,－,－,197,197,－,－,92,92,7753,6712,5792,2442,2626,724,－,－,41,2919,2030,－,250,－,10684,8209,2475,11784,79,6191,3055,2020,439,15736,723,720,1280.0,377,467,2,113
113年 2月,土耳其,88080.0,－,－,－,－,－,－,386,212,174,－,31,－,7219,4190,12553,9609,1067,1877,－,－,85,1890,1154,－,508,－,6964,4939,2025,48408,9611,27427,2675,8623,72,8767,767,767,502.0,25,80,2,113
113年 2月,阿拉伯聯合大公國,130645.0,252,252,253,131,－,－,539,423,116,－,3285,－,7504,4903,8312,3985,3033,1294,6,18,330,7926,7573,－,355,267,19499,18044,1455,40319,83,12009,4001,24050,176,38333,848,777,2599.0,770,660,2,113
113年 2月,北美洲,7295537.0,8968,8354,8921,952,614,1633,37494,32210,4961,72,52327,48142,132825,37227,216125,55472,120345,40308,7148,3209,16970,37467,18457,4050,32201,17751,527290,334198,193092,5604298,456578,384323,329639,4422984,10774,261377,152631,146312,172852.0,57037,74119,2,113
113年 2月,美國,7107707.0,8109,7531,6592,865,43,1448,32626,27877,4470,72,52305,48142,128737,36200,200695,50655,114137,35903,6977,3112,15591,34477,16889,3934,31484,6860,472975,294990,177985,5556826,451179,367820,320985,4406379,10463,230486,148997,142821,165476.0,54739,71541,2,113
113年 2月,加拿大,187668.0,859,823,2329,87,571,185,4829,4333,452,－,22,－,4088,1027,15430,4817,6208,4405,171,97,1379,2990,1568,116,717,10891,54315,39208,15107,47465,5399,16496,8654,16605,311,30776,3634,3491,7375.0,2298,2578,2,113
113年 2月,中美洲,458598.0,286,286,471,1,－,52,1811,923,857,－,603,2,5210,847,28537,15835,9767,2935,35,97,1420,10083,7010,104,1445,－,53553,41468,12085,324385,81259,27243,23987,187972,3924,18928,7063,6974,4515.0,2385,711,2,113
113年 2月,墨西哥,407989.0,－,－,56,－,－,－,669,669,－,－,335,－,3322,573,17039,9043,5944,2052,32,32,1003,5691,4139,88,883,－,48678,38313,10365,307873,80296,19920,21655,185274,728,12855,6571,6567,2862.0,1690,383,2,113
113年 2月,南美洲,159053.0,2438,2438,187,2,－,26,608,462,146,－,17,17,10981,3732,31052,19824,5666,5562,16,5,1096,6900,5140,62,894,－,12195,7531,4664,77399,31121,19373,12658,13194,1053,8947,3820,3680,2410.0,162,798,2,113
113年 2月,巴西,91228.0,1388,1388,147,2,－,－,192,176,16,－,－,－,6304,2869,17657,11555,3133,2969,3,－,133,3908,3183,45,351,－,6609,3786,2823,48442,30965,10878,2268,4275,56,3238,1926,1926,885.0,82,364,2,113
113年 2月,智利,13295.0,－,－,－,－,－,7,49,24,25,－,11,11,694,167,1829,914,834,81,－,－,263,433,290,16,20,－,716,271,445,7142,17,2176,603,4346,－,1156,615,607,344.0,18,120,2,113
113年 2月,秘魯,10787.0,－,－,13,－,－,－,128,78,50,－,4,4,1062,35,2410,1538,229,643,－,－,214,742,662,－,274,－,806,571,235,3692,－,1763,445,1410,74,791,450,338,201.0,－,19,2,113
113年 2月,歐洲,2760612.0,1667,1305,2035,118,14,1066,17463,11340,6014,7,1261,562,105863,57361,166158,67444,63742,34972,3457,791,7826,31111,13335,1958,15809,20763,412175,314971,97204,1521155,272953,228929,155843,857196,6234,297593,85936,82021,66525.0,15250,25499,2,113
113年 2月,德國,579514.0,462,105,322,－,－,74,2715,2453,262,－,93,76,14111,4077,31744,7978,15437,8329,177,32,977,6677,2736,247,3854,421,55329,35532,19797,352897,110962,47023,32317,161199,1396,68874,24194,22986,16314.0,4586,5626,2,113
113年 2月,法國,111364.0,7,7,67,2,14,23,855,797,58,－,－,－,4305,1045,6194,876,3942,1376,461,58,241,3251,475,466,1349,130,16103,7199,8904,59123,9520,11514,8499,29276,314,8299,5902,5781,4530.0,458,1962,2,113
113年 2月,荷蘭,580538.0,74,74,939,－,－,411,6868,3406,3455,7,－,－,41784,34405,35208,18028,7679,9501,485,311,750,3269,1433,476,2242,36,40849,29873,10976,347954,29265,51231,27566,239151,741,68964,19085,18571,10833.0,3054,4917,2,113
113年 2月,英國,243046.0,134,132,306,74,－,4,3372,2300,1072,－,11,3,4734,960,20089,7981,10176,1932,535,131,627,3658,838,269,1123,10480,42814,25703,17111,103518,4173,16614,11247,70356,1128,30523,9448,8974,11270.0,2315,5300,2,113
113年 2月,俄羅斯,48677.0,291,291,12,－,－,－,268,244,24,－,－,－,1363,247,5059,2769,1186,1104,46,－,104,997,785,－,104,－,7842,1522,6320,26325,230,10467,8137,6890,601,3418,1713,1661,1135.0,113,168,2,113
113年 2月,奧地利,35794.0,－,－,－,－,－,－,5,5,－,－,－,－,2972,451,1591,491,1009,91,－,－,47,153,82,91,126,11,2251,590,1661,24251,10078,3467,5636,5044,26,2736,930,863,630.0,88,216,2,113
113年 2月,比利時,156228.0,－,－,2,－,－,481,278,278,－,－,670,－,11481,6196,17725,10363,6279,1083,170,13,29,1491,847,45,1488,8598,58534,54239,4295,38347,19352,5951,4036,8872,136,11937,2669,2550,2270.0,270,989,2,113
113年 2月,匈牙利,70417.0,－,－,11,－,－,－,－,－,－,－,－,－,10,－,1152,－,1090,62,28,－,31,376,374,－,178,－,1166,907,259,61390,11585,2216,1467,45941,181,4044,1134,1134,897.0,57,573,2,113
113年 2月,義大利,142385.0,6,3,59,－,－,6,763,533,230,－,483,483,5605,1540,10121,3974,3668,2479,567,229,2817,2754,1535,62,1714,100,37113,30096,7017,47471,2963,22182,10534,11581,211,23695,5093,5024,3727.0,1008,933,2,113
113年 2月,波蘭,95954.0,－,－,6,－,－,－,246,138,108,－,－,－,1423,413,6963,3933,2084,946,89,－,71,814,460,47,682,－,17561,14591,2970,54824,10490,7526,16499,20011,298,7722,2972,2867,2534.0,755,748,2,113
113年 2月,西班牙,128934.0,4,4,15,－,－,47,390,340,50,－,－,－,3330,1935,5865,2422,1972,1471,19,－,1559,1829,933,183,1482,－,71175,68869,2306,26295,1223,9196,7718,7724,434,12773,1953,1950,2015.0,210,1086,2,113
113年 2月,瑞典,43345.0,－,－,－,－,－,－,29,5,24,－,－,－,684,5,3189,494,2212,483,33,－,190,504,86,2,47,－,11882,7863,4019,20105,7848,3450,2645,6070,92,3282,1598,1584,1800.0,566,678,2,113
113年 2月,瑞士,38741.0,4,4,－,－,－,－,102,14,88,－,－,－,799,30,1103,－,882,221,643,－,16,299,140,11,48,971,4599,2846,1753,22566,3906,5714,4409,8269,268,4647,2091,1098,842.0,120,223,2,113
113年 2月,烏克蘭,3578.0,127,127,4,－,－,－,－,－,－,－,－,－,108,－,13,－,11,2,6,－,－,14,14,－,12,－,1002,176,826,1789,－,372,197,1220,－,54,195,195,254.0,152,－,2,113
113年 2月,歐盟(註2),2405947.0,1111,751,1695,44,14,1062,14131,9237,4863,7,1250,559,98553,56121,139302,56500,51346,31456,2200,646,7083,25606,11170,1678,14462,9302,353477,282950,70527,1356703,263551,193704,130650,764566,4232,253560,71990,69599,52136.0,12218,19566,2,113
113年 2月,東歐,465049.0,418,418,171,41,－,－,1718,907,733,－,－,－,5379,1846,20499,9324,7218,3957,245,－,402,5763,3546,59,1564,－,40275,26099,14176,345020,42336,29802,33910,237528,1444,27337,8868,8579,7331.0,1738,2200,2,113
113年 2月,非洲,125847.0,2222,2202,869,52,－,7,498,344,149,5,166,91,8320,2619,25418,17520,6777,1121,27,45,810,13321,11052,45,92,－,25113,22401,2712,36075,7443,15236,3637,8988,771,8632,1279,1251,2908.0,515,872,2,113
113年 2月,阿爾及利亞,6172.0,－,－,－,－,－,－,－,－,－,－,－,－,891,206,3796,635,3161,－,－,－,8,158,100,－,17,－,117,90,27,927,65,647,90,125,－,88,154,154,16.0,－,－,2,113
113年 2月,安哥拉,191.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,159,153,－,6,－,－,－,9,9,－,－,－,－,－,－,22,－,22,－,－,－,－,－,－,1.0,－,－,2,113
113年 2月,埃及,29749.0,－,－,－,－,－,－,－,－,－,－,－,－,567,82,3196,2899,180,117,－,－,87,3093,2982,－,－,－,12789,12568,221,8983,4388,2852,201,1453,89,687,219,219,128.0,－,51,2,113
113年 2月,南非,50659.0,531,531,147,50,－,6,461,323,138,－,81,7,3866,1190,11555,9530,1510,515,1,38,150,2273,1745,44,61,－,11020,9111,1909,13670,442,5674,2287,5164,103,4533,555,527,1667.0,454,564,2,113
113年 2月,肯亞,5786.0,－,－,－,－,－,－,－,－,－,－,－,－,325,19,1225,918,165,142,－,－,142,2903,2656,－,－,－,228,181,47,676,－,421,151,104,－,－,35,35,252.0,－,41,2,113
113年 2月,奈及利亞,2886.0,－,－,－,－,－,－,－,－,－,－,－,－,526,429,718,447,95,176,－,－,104,113,18,－,12,－,77,2,75,641,－,500,57,84,－,539,－,－,156.0,－,－,2,113
113年 2月,大洋洲,459784.0,7111,7095,2653,41,3,253,6481,4629,1087,741,216470,209727,29275,4010,40653,26421,8976,5256,208,281,6483,4242,965,305,735,92,49005,29240,19765,66688,2967,17407,10713,34097,1504,14709,6147,5491,7993.0,2832,2435,2,113
113年 2月,澳大利亞,405509.0,2030,2027,1158,40,1,152,5167,3995,426,741,202230,196738,28257,3867,33187,21667,6937,4583,208,210,5873,2874,771,243,576,92,41325,23147,18178,57408,1394,14185,9676,31014,1139,11986,5914,5273,6619.0,2368,2221,2,113
113年 2月,巴布亞紐幾內亞,4570.0,3921,3921,－,－,－,－,－,－,－,－,－,－,186,53,31,－,15,16,－,31,36,－,－,－,3,－,92,92,－,187,－,101,22,64,－,50,27,27,6.0,－,－,2,113
113年 2月,紐西蘭,25055.0,40,27,13,－,－,98,546,471,75,－,2,－,754,90,5099,3136,1442,521,－,－,483,730,132,54,141,－,6701,5509,1192,6939,335,2660,883,2781,280,2240,203,188,1012.0,421,152,2,113
104年 4月,亞洲,16703715.0,111432,94118,45108,9337,15726,4178,110314,75430,18579,7705,755331,618797,1300068,667386,1238037,849856,302767,85414,75467,9241,97874,739099,628030,18898,138164,205684,1026642,554414,472228,9319388.0,6606266,990278,499487,1206326,17031,182709,1097456,1087004,228625,35810,43139,4,104
104年 4月,中國大陸,6128659.0,18852,16201,17477,172,13813,1234,43504,34871,6948,930,124528,21341,696575,452067,635947,477741,133316,24890,15177,4228,23307,191426,159780,5628,77652,6598,362268,127231,235037,3013103.0,1786724,458803,266594,496585,4397,52727,767706,765626,70722,5684,11017,4,104
104年 4月,香港,3225324.0,5474,4539,4774,321,417,166,17466,13483,2551,1082,115821,113693,72325,9120,130633,94902,31442,4289,20387,188,9261,87452,78276,2228,15921,147272,66948,29683,37265,2307063.0,1866758,44648,79470,314845,1342,16941,173238,168496,31766,1320,4822,4,104
104年 4月,日本,1604454.0,29614,27607,15533,8587,1241,637,8043,7349,291,－,3733,222,126450,25629,102638,48103,43669,10866,2398,2934,4876,27224,16889,3351,21066,15494,142007,89693,52314,937937.0,632079,110698,48217,142433,4510,43698,62485,60226,54336,20668,15660,4,104
104年 4月,南韓,1118696.0,7637,3666,1507,30,1,1285,6328,5080,253,－,22152,17979,89327,66538,37485,12317,23324,1844,1197,272,4036,8470,5705,153,10595,893,60601,34731,25870,825331.0,716538,48507,13564,45751,971,12712,18421,17980,10294,1738,3562,4,104
104年 4月,新南向18國(註1),4904517.0,51869,44000,6672,316,245,1090,37808,16655,9266,5693,511661,486781,339015,118535,362756,229982,84230,48544,36548,1782,64907,431522,369323,7795,14649,35611,455544,322000,133544,2315368.0,1601094,349273,105526,252617,6858,76540,80133,78811,73247,10134,12604,4,104
104年 4月,東協10國,4208175.0,48971,41326,4230,225,244,781,33668,13767,8440,5693,487954,465097,250984,79386,240809,141092,61176,38541,32970,1566,48927,360614,314694,7009,10710,28694,354620,241666,112954,2118587.0,1589644,272696,81604,169401,5242,52206,71234,70362,53641,5666,6304,4,104
104年 4月,泰國,474872.0,23799,23658,582,1,－,88,1421,1028,17,－,2471,130,53074,29725,35641,14991,11026,9624,359,253,6942,31835,26879,948,2228,240,89270,53839,35431,196533.0,108836,50612,13140,23497,448,15099,6958,6851,7131,857,1684,4,104
104年 4月,馬來西亞,553095.0,479,247,805,20,29,214,4077,3446,84,－,11245,5985,55289,15867,42100,18779,7698,15623,148,79,9136,10350,8059,234,2303,5538,61707,46954,14753,321743.0,244471,28810,13361,33865,1236,11543,8846,8774,7259,1287,1233,4,104
104年 4月,印尼,285581.0,1424,728,132,－,4,98,1729,1371,18,－,35097,34591,25887,4284,27344,17211,6866,3267,4212,349,3606,54548,49156,968,1664,4,40942,30464,10478,71259.0,7114,48889,4899,9906,451,7338,2469,2257,6511,799,930,4,104
104年 4月,菲律賓,501510.0,3112,3100,242,10,1,127,2000,1444,304,－,126345,123455,14901,4628,17357,7994,8150,1213,416,86,5415,21289,19847,331,980,－,34724,18688,16036,249019.0,180798,39341,15956,12456,468,5044,15804,15693,4318,1190,358,4,104
104年 4月,新加坡,1537818.0,439,208,1133,194,210,186,3877,3326,496,－,291673,287481,30789,9302,19244,7701,10529,1014,177,357,2919,4246,2873,310,2412,22784,31729,22447,9282,1102455.0,998310,27439,12858,62633,1215,4578,10945,10887,7565,785,770,4,104
104年 4月,越南,770768.0,18086,13385,1273,－,－,68,17263,2548,7473,3084,21001,13358,68045,15284,95522,72981,15323,7218,23554,433,17412,193564,166296,3837,1039,122,91628,65578,26050,169937.0,50079,72105,20450,26084,1219,5609,25117,24805,17258,695,1157,4,104
104年 4月,汶萊,1433.0,－,－,57,－,－,－,193,146,46,－,3,－,33,－,53,－,53,－,－,－,48,25,8,－,20,－,283,227,56,218.0,－,53,52,110,3,47,196,196,257,37,95,4,104
104年 4月,緬甸,19847.0,1632,－,4,－,－,－,497,458,－,－,83,74,1229,82,1300,645,540,115,705,4,693,4692,4066,38,32,－,2906,2562,344,4862.0,－,3478,592,737,55,152,585,585,433,12,3,4,104
104年 4月,柬埔寨,62936.0,－,－,2,－,－,－,2609,－,－,2609,36,23,1735,214,2246,790,989,467,3375,5,2753,39975,37455,343,32,6,1431,907,524,2468.0,－,1929,296,96,147,2776,312,312,2832,4,1,4,104
104年 4月,寮國,315.0,－,－,－,－,－,－,2,－,2,－,－,－,2,－,2,－,2,－,24,－,3,90,55,－,－,－,－,－,－,93.0,36,40,－,17,－,20,2,2,77,－,73,4,104
